model,base_model,finetuned_dataset,eval_accuracy,task_type,learning_rate,batch_size,num_epochs,created_at,last_modified,license,downloads
SiddharthaM/bert-engonly-sentiment-test,distilbert-base-uncased,imdb,0.8967,sequence_classification,2e-05,16,5.0,,2022-09-13T14:16:50.000Z,,2
bibekitani123/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8667,sequence_classification,2e-05,16,2.0,,2022-09-16T14:46:45.000Z,,2
Panos/finetuning-sentiment-model-imdb,distilbert-base-uncased,imdb,0.9309,sequence_classification,2e-05,16,2.0,,2022-09-18T18:58:24.000Z,,2
eligabel/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8167,sequence_classification,2e-05,16,2.0,,2022-10-03T18:12:07.000Z,,2
lilykaw/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.6633,sequence_classification,2e-05,16,2.0,,2022-10-03T18:14:03.000Z,,2
ad7/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.77,sequence_classification,2e-05,16,2.0,,2022-10-03T18:18:09.000Z,,2
jinhqian/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.82,sequence_classification,2e-05,16,2.0,,2023-04-16T19:11:32.000Z,,2
lilykaw/finetuning-sentiment-BERT-model-samples,bert-base-uncased,imdb,0.86,sequence_classification,2e-05,16,10.0,,2022-10-04T18:23:44.000Z,,2
Tidrael/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.88,sequence_classification,2e-05,16,2.0,,2022-10-04T10:59:45.000Z,,2
svenvonnatzmer/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.5,sequence_classification,2e-05,16,2.0,,2022-10-04T21:55:25.000Z,,2
gvin/test,distilbert-base-uncased,imdb,0.88,sequence_classification,2e-05,16,2.0,,2022-10-11T03:24:06.000Z,,2
martinsenden/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8933,sequence_classification,5e-05,16,1.0,,2022-10-13T15:29:41.000Z,,2
slipoz/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8633,sequence_classification,2e-05,16,2.0,,2022-10-18T09:29:40.000Z,,2
xiaoding/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8733,sequence_classification,2e-05,16,2.0,,2022-10-18T18:09:06.000Z,,2
Karnezis/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8767,sequence_classification,2e-05,16,2.0,,2022-10-27T13:42:25.000Z,,2
d2lee/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8633,sequence_classification,2e-05,16,2.0,,2022-10-21T18:43:29.000Z,,2
Meow412/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.8667,sequence_classification,2e-05,16,2.0,,2022-10-22T00:57:39.000Z,,2
abhijithsraj/finetuning-sentiment-model,distilbert-base-uncased,imdb,0.8633,sequence_classification,2e-05,16,2.0,,2022-10-23T09:54:03.000Z,,2
Bictole/NLP_DEEP_2,distilbert-base-uncased,imdb,,sequence_classification,,,,,2023-05-03T14:24:17.000Z,,2
Etelis/IMDB_roBERTa_5E,roberta-base,imdb,0.9467,sequence_classification,1e-05,32,5.0,,2022-11-01T08:01:43.000Z,,2
Etelis/IMDB_DistilBERT_5EEE,distilbert-base-uncased,imdb,0.9333,sequence_classification,1e-05,16,5.0,,2022-11-01T09:07:57.000Z,,2
Etelis/IMDB_ELECTRA_5E,google/electra-base-discriminator,imdb,0.9533,sequence_classification,1e-05,16,5.0,,2022-11-01T13:37:25.000Z,,2
Etelis/IMDB_ALBERT_5E,albert-base-v2,imdb,0.9467,sequence_classification,1e-05,32,5.0,,2022-11-01T17:39:50.000Z,,2
david-whittaker-td/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.88,sequence_classification,2e-05,16,2.0,,2022-11-08T12:58:44.000Z,,2
Berdy96/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.88,sequence_classification,2e-05,16,2.0,,2022-11-10T23:27:14.000Z,,2
bwhite5311/NLP-sentiment-project-2001-samples,distilbert-base-uncased,imdb,0.9998,sequence_classification,2e-05,20,15.0,,2022-11-19T01:21:00.000Z,,2
manirai91/enlm-roberta-imdb-final,xlm-roberta-base,imdb,,sequence_classification,1e-05,32,10.0,,2022-12-01T10:04:39.000Z,,2
muhtasham/finetuned-base_small,bert-base-uncased,imdb,0.8942,sequence_classification,3e-05,32,200.0,,2022-12-02T09:36:50.000Z,,2
muhtasham/finetuned-mlm_medium,bert-base-uncased,imdb,0.9542,sequence_classification,3e-05,128,200.0,,2022-12-03T03:41:32.000Z,,2
muhtasham/finetuned-mlm_base,bert-base-uncased,imdb,0.9222,sequence_classification,3e-05,50,200.0,,2022-12-03T04:44:39.000Z,,2
muhtasham/finetuned-self_mlm_mini,bert-base-uncased,imdb,0.8224,sequence_classification,3e-05,128,200.0,,2022-12-06T22:56:50.000Z,,2
muhtasham/finetuned-self_mlm_small,bert-base-uncased,imdb,0.9372,sequence_classification,3e-05,64,200.0,,2022-12-07T09:58:47.000Z,,2
muhtasham/finetuned-self_mlm_medium,bert-base-uncased,imdb,0.913,sequence_classification,3e-05,32,200.0,,2022-12-07T11:07:57.000Z,,2
sachinshinde/sentiment-model-imdb-small-demo,distilbert-base-uncased,imdb,0.8667,sequence_classification,2e-05,16,2.0,,2022-12-07T16:22:20.000Z,,2
sachinshinde/sentiment-model-imdb-small-3000-demo,distilbert-base-uncased,imdb,0.8567,sequence_classification,2e-05,16,2.0,,2022-12-07T17:45:03.000Z,,2
jangxyz/my_awesome_model,distilbert-base-uncased,imdb,0.9308,sequence_classification,2e-05,16,2.0,,2022-12-08T09:19:46.000Z,,2
laihanel/sentiment-analysis_gwu,distilbert-base-uncased,imdb,0.5047,sequence_classification,2e-05,8,2.0,,2022-12-10T23:30:40.000Z,,2
muhtasham/small-vanilla-target-imdb,bert-base-uncased,imdb,0.8146,sequence_classification,3e-05,32,200.0,,2022-12-11T02:19:12.000Z,,2
muhtasham/base-vanilla-target-imdb,bert-base-uncased,imdb,0.9604,sequence_classification,3e-05,32,200.0,,2022-12-11T03:17:09.000Z,,2
muhtasham/tiny-mlm-imdb-target-imdb,bert-base-uncased,imdb,0.8895,sequence_classification,3e-05,32,200.0,,2022-12-11T03:22:48.000Z,,2
muhtasham/mini-mlm-imdb-target-imdb,bert-base-uncased,imdb,0.9502,sequence_classification,3e-05,32,200.0,,2022-12-11T03:30:57.000Z,,2
muhtasham/small-mlm-imdb-target-imdb,bert-base-uncased,imdb,0.9174,sequence_classification,3e-05,32,200.0,,2022-12-11T03:43:44.000Z,,2
muhtasham/medium-mlm-imdb-target-imdb,bert-base-uncased,imdb,0.9064,sequence_classification,3e-05,32,200.0,,2022-12-11T04:00:58.000Z,,2
muhtasham/tiny-mlm-tweet-target-imdb,bert-base-uncased,imdb,0.8486,sequence_classification,3e-05,32,200.0,,2022-12-11T04:49:46.000Z,,2
muhtasham/mini-mlm-tweet-target-imdb,bert-base-uncased,imdb,0.8324,sequence_classification,3e-05,32,200.0,,2022-12-11T04:56:45.000Z,,2
muhtasham/small-mlm-tweet-target-imdb,bert-base-uncased,imdb,0.8878,sequence_classification,3e-05,32,200.0,,2022-12-11T05:07:45.000Z,,2
muhtasham/medium-mlm-tweet-target-imdb,bert-base-uncased,imdb,0.9363,sequence_classification,3e-05,32,200.0,,2022-12-11T05:41:16.000Z,,2
muhtasham/base-mlm-tweet-target-imdb,bert-base-uncased,imdb,0.9437,sequence_classification,3e-05,32,200.0,,2022-12-11T06:30:12.000Z,,2
Camelia7v/bert-sentiment-analysis-model-25k-samples,bert-base-uncased,imdb,0.9395,sequence_classification,2e-05,16,2.0,,2022-12-20T20:21:36.000Z,,2
BlackBert/BERT_IMDB,distilbert-base-uncased,imdb,0.929,sequence_classification,2e-05,16,2.0,,2023-01-08T06:59:48.000Z,,2
Laurie/sentiment-classify,distilbert-base-uncased,imdb,0.9303,sequence_classification,2e-05,16,2.0,,2023-01-30T14:56:36.000Z,,2
yashas123/finetuning-sentiment-model,distilbert-base-uncased,imdb,0.8567,sequence_classification,2e-05,1,1.0,,2023-02-07T12:09:00.000Z,,2
GCAd/my_awesome_model,distilbert-base-uncased,imdb,0.9319,sequence_classification,2e-05,16,2.0,,2023-02-09T16:06:47.000Z,,2
mrizalf7/FirstTextClassification,distilbert-base-uncased,imdb,0.9313,sequence_classification,2e-05,16,2.0,,2023-02-11T09:56:26.000Z,,2
geniusguy777/finetuning-distilbert-movie-classification,distilbert-base-uncased,imdb,0.9284,sequence_classification,2e-05,16,10.0,,2023-04-01T13:19:30.000Z,,2
mikebs/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,,sequence_classification,2e-05,16,2.0,,2023-03-06T18:49:14.000Z,,2
samiryehia/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.5,sequence_classification,2e-05,16,2.0,,2023-03-06T18:49:27.000Z,,2
lynnyassine/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.5667,sequence_classification,2e-05,16,2.0,,2023-03-06T18:46:05.000Z,,2
mahdinah/finetuning-sentiment-model-3000-samples,distilbert-base-uncased,imdb,0.52,sequence_classification,2e-05,16,2.0,,2023-03-06T18:47:17.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed1234-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T19:12:21.000Z,,4
marcellobullo/maxmin-imdb-reward-clustering-seed42-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T16:58:45.000Z,,3
marcellobullo/maxmin-imdb-reward-clustering-seed7-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:55:19.000Z,,3
marcellobullo/maxmin-imdb-reward-clustering-seed91011-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T19:47:32.000Z,,3
marcellobullo/maxmin-imdb-reward-clustering-seed91011-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T19:48:05.000Z,,3
marcellobullo/maxmin-imdb-reward-clustering-prop0.05-seed42-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-13T15:22:07.000Z,,3
marcellobullo/maxmin-imdb-reward-clustering-seed42-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-13T01:20:38.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed14-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T17:25:35.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed14-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T17:26:34.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed28-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T17:43:03.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed28-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T17:43:57.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed73-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:00:52.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed73-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:01:46.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed100-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:18:53.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed100-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:19:34.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed2025-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:36:25.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed2025-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:37:12.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed7-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T18:54:37.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed1234-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T19:13:05.000Z,,2
marcellobullo/maxmin-imdb-reward-clustering-seed5678-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T19:29:55.000Z,,1
marcellobullo/maxmin-imdb-reward-clustering-seed5678-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-12T19:30:28.000Z,,1
marcellobullo/maxmin-imdb-reward-clustering-prop0.05-seed42-group1,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-13T15:23:32.000Z,,1
marcellobullo/maxmin-imdb-reward-clustering-prop0.2-seed14-group0,,marcellobullo/gpt2-imdb-raw,,sequence_classification,,,,,2025-10-13T16:40:56.000Z,,0
saiteki-kai/QA-ModernBERT-large,,beavertails,0.6608,sequence_classification,3e-05,32,10.0,,2025-11-16T19:22:56.000Z,,6
saiteki-kai/QA-ModernBERT-large,,saiteki-kai/Beavertails-it,0.6608,sequence_classification,3e-05,32,10.0,,2025-11-16T19:22:56.000Z,,6
saiteki-kai/QA-DeBERTa-v3-large-threshold-smoothing-v2,microsoft/deberta-v2-xlarge,beavertails,0.6746,sequence_classification,5e-06,64,10.0,,2025-11-18T20:57:34.000Z,,5
saiteki-kai/QA-DeBERTa-v3-large-threshold-smoothing-v2,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.6746,sequence_classification,5e-06,64,10.0,,2025-11-18T20:57:34.000Z,,5
saiteki-kai/QA-DeBERTa-v3-large-binary-3,microsoft/deberta-v2-xlarge,beavertails,0.8622,sequence_classification,5e-06,64,10.0,,2025-11-19T00:04:42.000Z,,5
saiteki-kai/QA-DeBERTa-v3-large-binary-3,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8622,sequence_classification,5e-06,64,10.0,,2025-11-19T00:04:42.000Z,,5
saiteki-kai/QA-DeBERTa-v3-large-threshold-SEP-Focal,microsoft/deberta-v2-xlarge,beavertails,0.6685,sequence_classification,1e-05,64,10.0,,2025-11-17T02:23:33.000Z,,4
saiteki-kai/QA-DeBERTa-v3-large-threshold-SEP-Focal,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.6685,sequence_classification,1e-05,64,10.0,,2025-11-17T02:23:33.000Z,,4
saiteki-kai/QA-DeBERTa-v3-large-binary-2,microsoft/deberta-v2-xlarge,beavertails,0.8623,sequence_classification,5e-06,64,10.0,,2025-11-17T18:10:19.000Z,,4
saiteki-kai/QA-DeBERTa-v3-large-binary-2,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8623,sequence_classification,5e-06,64,10.0,,2025-11-17T18:10:19.000Z,,4
saiteki-kai/QA-DeBERTa-v3-large-qa_cross_self_attn-binary,microsoft/deberta-v2-xlarge,beavertails,0.862,sequence_classification,6e-06,64,10.0,,2025-12-20T01:31:01.000Z,,4
saiteki-kai/QA-DeBERTa-v3-large-qa_cross_self_attn-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.862,sequence_classification,6e-06,64,10.0,,2025-12-20T01:31:01.000Z,,4
saiteki-kai/QA-DeBERTa-v3-base-binary,microsoft/deberta-v2-xlarge,beavertails,0.86,sequence_classification,6e-06,64,10.0,,2026-01-20T16:38:25.000Z,,4
saiteki-kai/QA-DeBERTa-v3-base-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.86,sequence_classification,6e-06,64,10.0,,2026-01-20T16:38:25.000Z,,4
saiteki-kai/QA-Llama-3.1,,beavertails,0.6964,sequence_classification,2.8362564501611134e-07,16,3.0,,2025-05-02T01:41:49.000Z,,3
saiteki-kai/DeBERTa-QA-008,microsoft/deberta-v2-xlarge,beavertails,0.0,sequence_classification,5e-06,64,10.0,,2025-11-15T18:49:19.000Z,,3
saiteki-kai/DeBERTa-QA-008,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.0,sequence_classification,5e-06,64,10.0,,2025-11-15T18:49:19.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-threshold,microsoft/deberta-v2-xlarge,beavertails,0.6747,sequence_classification,6e-06,64,10.0,,2025-11-27T14:52:49.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-threshold,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.6747,sequence_classification,6e-06,64,10.0,,2025-11-27T14:52:49.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-threshold-smoothing,microsoft/deberta-v2-xlarge,beavertails,0.6745,sequence_classification,1e-05,64,10.0,,2025-11-18T17:44:39.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-threshold-smoothing,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.6745,sequence_classification,1e-05,64,10.0,,2025-11-18T17:44:39.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-focal,microsoft/deberta-v2-xlarge,beavertails,0.6855,sequence_classification,6e-06,64,10.0,,2025-11-27T20:45:15.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-focal,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.6855,sequence_classification,6e-06,64,10.0,,2025-11-27T20:45:15.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_cross_attn-binary,microsoft/deberta-v2-xlarge,beavertails,0.8622,sequence_classification,6e-06,64,10.0,,2025-12-19T15:15:17.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_cross_attn-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8622,sequence_classification,6e-06,64,10.0,,2025-12-19T15:15:17.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-bidirectional_qa_cross_attn-binary,microsoft/deberta-v2-xlarge,beavertails,0.8607,sequence_classification,6e-06,64,10.0,,2025-12-16T16:42:01.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-bidirectional_qa_cross_attn-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8607,sequence_classification,6e-06,64,10.0,,2025-12-16T16:42:01.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_cross_attn_cls-binary,microsoft/deberta-v2-xlarge,beavertails,0.8621,sequence_classification,6e-06,64,10.0,,2025-12-20T16:37:17.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_cross_attn_cls-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8621,sequence_classification,6e-06,64,10.0,,2025-12-20T16:37:17.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_bi_cross_attn_cls-binary,microsoft/deberta-v2-xlarge,beavertails,0.8617,sequence_classification,6e-06,64,10.0,,2025-12-21T00:40:44.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_bi_cross_attn_cls-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8617,sequence_classification,6e-06,64,10.0,,2025-12-21T00:40:44.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_bi_cross_attn_max-binary,microsoft/deberta-v2-xlarge,beavertails,0.8627,sequence_classification,6e-06,64,10.0,,2025-12-21T17:03:03.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-qa_bi_cross_attn_max-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8627,sequence_classification,6e-06,64,10.0,,2025-12-21T17:03:03.000Z,,3
saiteki-kai/QA-mDeBERTa-v3-large-binary,microsoft/deberta-v2-xlarge,beavertails,0.8609,sequence_classification,6e-06,64,10.0,,2026-01-20T13:19:35.000Z,,3
saiteki-kai/QA-mDeBERTa-v3-large-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8609,sequence_classification,6e-06,64,10.0,,2026-01-20T13:19:35.000Z,,3
saiteki-kai/QA-DeBERTa-v3-large-6970,microsoft/deberta-v2-xlarge,beavertails,0.6752,sequence_classification,3.855503627114408e-06,16,10.0,,2025-11-15T05:40:58.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-threshold-v2,microsoft/deberta-v2-xlarge,beavertails,0.6759,sequence_classification,1e-05,64,10.0,,2025-11-16T19:34:36.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-threshold-v2,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.6759,sequence_classification,1e-05,64,10.0,,2025-11-16T19:34:36.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-threshold-SEP,microsoft/deberta-v2-xlarge,beavertails,0.674,sequence_classification,1e-05,64,10.0,,2025-11-16T21:50:41.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-threshold-SEP,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.674,sequence_classification,1e-05,64,10.0,,2025-11-16T21:50:41.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-binary-focal,microsoft/deberta-v2-xlarge,beavertails,0.8625,sequence_classification,9e-06,64,10.0,,2025-11-18T02:33:59.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-binary-focal,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8625,sequence_classification,9e-06,64,10.0,,2025-11-18T02:33:59.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-focal-binary,microsoft/deberta-v2-xlarge,beavertails,0.863,sequence_classification,6e-06,64,10.0,,2025-11-27T23:50:19.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-focal-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.863,sequence_classification,6e-06,64,10.0,,2025-11-27T23:50:19.000Z,,2
saiteki-kai/QA-DeBERTa-v3-large-diff-binary,microsoft/deberta-v2-xlarge,beavertails,0.689,sequence_classification,6e-06,64,10.0,,2025-11-28T20:49:38.000Z,,1
saiteki-kai/QA-DeBERTa-v3-large-diff-binary,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.689,sequence_classification,6e-06,64,10.0,,2025-11-28T20:49:38.000Z,,1
saiteki-kai/QA-DeBERTa-v3-large-diff-binary-2,microsoft/deberta-v2-xlarge,beavertails,0.8609,sequence_classification,6e-06,64,10.0,,2025-11-29T05:08:25.000Z,,1
saiteki-kai/QA-DeBERTa-v3-large-diff-binary-2,microsoft/deberta-v2-xlarge,saiteki-kai/Beavertails-it,0.8609,sequence_classification,6e-06,64,10.0,,2025-11-29T05:08:25.000Z,,1
visolex/vit5-spam-binary,,ViSpamReviews,,sequence_classification,,,,,2025-12-26T02:51:15.000Z,,17
visolex/visobert-spam-binary,xlm-roberta-base,ViSpamReviews,,sequence_classification,,,,,2025-12-26T02:45:09.000Z,,4
visolex/phobert-v2-spam-binary,roberta-base,ViSpamReviews,,sequence_classification,,,,,2025-12-26T02:36:20.000Z,,3
